Timing is on.
          c_last_name           |     c_first_name     | c_salutation | c_preferred_cust_flag | ss_ticket_number | cnt 
 Norton                         | Patrick              | Mr.          | N                     |           528546 |  15
 Norwood                        | Donya                | Miss         | Y                     |           950306 |  16
 Nunez                          | Michael              | Mr.          | N                     |           415287 |  15
 Oakes                          | Virginia             | Mrs.         | Y                     |           664672 |  15
 Obrien                         | James                | Dr.          | Y                     |           206293 |  15
 Obrien                         | James                | Dr.          | N                     |           613352 |  16
 Obrien                         | Phillip              | Mr.          | Y                     |           448744 |  15
 Obrien                         | Timothy              | Sir          | Y                     |           897449 |  15
 Oconnor                        | Helen                | Miss         | N                     |           395137 |  15
 Oconnor                        | Joseph               | Mr.          | Y                     |           340824 |  16
 Odom                           | Joshua               | Sir          | Y                     |           175254 |  15
 Ogden                          | Tom                  | Mr.          | N                     |           585466 |  15
 Oliver                         | Gina                 | Dr.          | N                     |           722548 |  16
 Olsen                          | Harry                | Mr.          | N                     |           535473 |  15
 Oneal                          | Palma                | Miss         | N                     |           217128 |  16
 Ortega                         | Vera                 | Miss         | N                     |           726712 |  15
 Orth                           | Travis               | Dr.          | N                     |           482137 |  16
 Ortiz                          | Margaret             | Mrs.         | Y                     |            61429 |  16
 Ortiz                          | Sumiko               | Miss         | Y                     |           561672 |  15
 Otoole                         | Kenneth              | Dr.          | N                     |           240246 |  15
 Ott                            | Miranda              | Ms.          | N                     |           725627 |  15
 Owen                           | Donald               | Dr.          | N                     |           445490 |  15
 Owen                           | Henrietta            | Mrs.         | N                     |           542264 |  16
 Owen                           | Jamel                | Dr.          | Y                     |           235310 |  15
 Owen                           | Ruth                 | Miss         | Y                     |           547620 |  15
 Owens                          | Lee                  | Dr.          | Y                     |           518331 |  15
 Owens                          | Randi                | Miss         | Y                     |           381206 |  16
 Pacheco                        | George               | Sir          | Y                     |           558758 |  16
 Packer                         | James                | Mr.          | N                     |           183472 |  15
 Page                           | George               | Dr.          | N                     |           348396 |  16
 Palmer                         | Troy                 | Mr.          | N                     |           528082 |  15
 Palumbo                        | Floy                 | Miss         | N                     |             8448 |  16
 Parker                         | Graciela             | Dr.          | Y                     |           424390 |  16
 Parker                         | Jennifer             | Dr.          | Y                     |           290078 |  15
 Parrott                        | Richard              | Mr.          | N                     |           358550 |  15
 Parry                          | Martin               | Sir          | Y                     |           340116 |  15
 Partin                         | Catherine            | Ms.          | N                     |           488911 |  16
 Partridge                      | Cory                 | Mr.          | N                     |           491251 |  16
 Patterson                      | Dan                  | Sir          | Y                     |            62778 |  16
 Patterson                      | Nathan               | Dr.          | N                     |           479058 |  16
 Patterson                      | Thomas               | Mr.          | N                     |           862404 |  16
 Patton                         | Thomas               | Mr.          | N                     |           951382 |  15
 Paul                           | Clifton              | Mr.          | Y                     |           923469 |  16
 Paul                           | Juliette             | Miss         | N                     |           429266 |  15
 Payne                          | Jerry                | Sir          | Y                     |           905441 |  15
 Payne                          | Leonila              | Mrs.         | Y                     |           225683 |  16
 Payne                          | Randy                | Dr.          | N                     |            78822 |  16
 Payton                         | Mark                 | Mr.          | Y                     |           463286 |  15
 Peck                           | Anthony              | Mrs.         | N                     |           691161 |  15
 Peltier                        | Brandon              | Mr.          | Y                     |           294569 |  15
 Pena                           | Christopher          | Sir          | N                     |           848038 |  16
 Pepper                         | Steven               | Sir          | Y                     |           125961 |  16
 Perdue                         | Mark                 | Mr.          | Y                     |           434869 |  15
 Perez                          | Francis              | Sir          | Y                     |           455586 |  15
 Perry                          | Charleen             | Mrs.         | Y                     |            53349 |  15
 Perry                          | Danny                | Dr.          | Y                     |           917571 |  15
 Perry                          | John                 | Mr.          | Y                     |           269355 |  15
 Peterson                       | Lizzie               | Mrs.         | Y                     |            35178 |  15
 Peterson                       | Rodrigo              | Mr.          | Y                     |           213434 |  16
 Pettway                        | Richard              | Sir          | Y                     |           558100 |  15
 Phillips                       | Cynthia              | Mrs.         | N                     |           239037 |  15
 Phillips                       | Rena                 | Mrs.         | Y                     |           147692 |  15
 Phillips                       | Rita                 | Dr.          | N                     |           696024 |  15
 Phillips                       | Robert               | Mr.          | N                     |           472641 |  15
 Phipps                         | Evelyn               | Mrs.         | Y                     |           850332 |  15
 Pierce                         | Debra                | Mrs.         | N                     |            82878 |  15
 Pierce                         | Paula                | Dr.          | N                     |           372226 |  16
 Pierce                         | Peter                | Sir          | N                     |           822213 |  16
 Pinkerton                      | Thomas               | Mr.          | Y                     |           939716 |  15
 Pino                           | Kenneth              | Dr.          | N                     |           871881 |  15
 Piper                          | Lavonne              | Miss         | N                     |           362040 |  16
 Poole                          | Lea                  | Ms.          | N                     |            68614 |  15
 Porter                         | Donald               | Dr.          | Y                     |           761718 |  15
 Porter                         | Tonya                | Miss         | Y                     |           658207 |  16
 Powell                         | Howard               | Dr.          | N                     |           420286 |  15
 Powell                         | Kathy                | Ms.          | N                     |           603633 |  16
 Powers                         | Dave                 | Sir          | Y                     |           677047 |  15
 Powers                         | Steven               | Sir          | Y                     |           924389 |  15
 Pratt                          | Kenneth              | Sir          | N                     |           592126 |  16
 Preston                        | Larry                | Mr.          | Y                     |           584830 |  15
 Price                          | Christopher          | Sir          | Y                     |           583973 |  16
 Price                          | Donald               | Mr.          | N                     |           240190 |  15
 Price                          | Omar                 | Sir          | N                     |           738787 |  15
 Pritchett                      | Lana                 | Ms.          | Y                     |           114979 |  15
 Puckett                        | Sally                | Ms.          | Y                     |            13395 |  15
 Pugh                           | Demetra              | Ms.          | Y                     |           256886 |  15
 Pullen                         | Fred                 | Sir          | N                     |           323805 |  15
 Purcell                        | Amy                  | Ms.          | Y                     |           575779 |  16
 Queen                          | Louise               | Mrs.         | N                     |           907972 |  16
 Quinn                          | Dale                 | Dr.          | Y                     |           360674 |  16
 Quinn                          | Mike                 | Sir          | N                     |           116917 |  16
 Quintero                       | Kayla                | Mrs.         | N                     |           161570 |  15
 Quintero                       | Mark                 | Dr.          | Y                     |           458988 |  15
 Ramey                          | Lionel               | Sir          | N                     |           895272 |  15
 Ramirez                        | Annette              | Ms.          | Y                     |           895615 |  16
 Ramirez                        | Charles              | Mr.          | N                     |           343735 |  15
 Ramirez                        | Jose                 | Dr.          | Y                     |           332440 |  16
 Ramirez                        | Patrick              | Mr.          | N                     |            17770 |  16
 Ramsey                         | Donald               | Sir          | Y                     |           946712 |  15
 Rausch                         | Bobby                | Sir          | N                     |           883176 |  16
 Ray                            | Keith                | Dr.          | N                     |           916204 |  15
 Reddy                          | Marlena              | Mrs.         | Y                     |           664375 |  15
 Reddy                          | Rebecca              | Dr.          | Y                     |             1325 |  16
 Reed                           | Briana               | Mrs.         | N                     |           843029 |  16
 Reed                           | Clementina           | Ms.          | N                     |           293638 |  15
 Reed                           | Lisa                 | Dr.          | N                     |           927969 |  15
 Reeder                         | Frank                | Sir          | Y                     |           200136 |  15
 Reedy                          | Gerald               | Dr.          | Y                     |           286063 |  15
 Reese                          | Michael              | Sir          | N                     |           461970 |  15
 Reynolds                       | Sibyl                | Mrs.         | N                     |           933727 |  16
 Reynolds                       | Thomas               | Sir          | N                     |           281160 |  15
 Rich                           | Jack                 | Sir          | N                     |           523415 |  15
 Rich                           | James                | Dr.          | Y                     |           899262 |  15
 Richards                       | Joseph               | Dr.          | N                     |           930253 |  15
 Richardson                     | Daniel               | Dr.          | Y                     |            78391 |  15
 Richardson                     | Frank                |              |                       |           524707 |  15
 Riddell                        | Willie               | Dr.          | Y                     |           134128 |  16
 Riggs                          | Tanisha              | Dr.          | Y                     |           259132 |  15
 Riley                          | Earl                 | Dr.          | N                     |           190452 |  15
 Rivas                          | Gordon               | Mr.          | Y                     |           122544 |  15
 Rivera                         | David                | Sir          | N                     |           859903 |  15
 Rivera                         | Lewis                | Mr.          | N                     |           958234 |  16
 Roach                          | Courtney             | Sir          | Y                     |           864077 |  15
 Roberts                        | Bertha               | Ms.          | N                     |           738543 |  16
 Roberts                        | Erika                | Mrs.         | N                     |            90249 |  15
 Robertson                      | Barbara              | Ms.          | N                     |           945362 |  15
 Robertson                      | Carl                 | Dr.          | N                     |           824288 |  15
 Robertson                      | Cheryl               | Dr.          | N                     |            78543 |  15
 Robinson                       | Daniel               | Dr.          | N                     |           772314 |  15
 Robinson                       | John                 | Mr.          | Y                     |           776539 |  15
 Robinson                       | Joyce                | Mrs.         | N                     |           718153 |  15
 Robinson                       | Perla                | Dr.          | N                     |           767240 |  15
 Robinson                       | Rosalie              | Ms.          | N                     |           655711 |  15
 Robinson                       |                      |              | Y                     |           527133 |  15
 Robison                        | Samuel               | Mr.          | Y                     |           799639 |  15
 Robledo                        | Jason                | Sir          | N                     |            21745 |  16
 Roby                           | Robert               | Sir          | Y                     |           737270 |  15
 Rodgers                        | Carolyn              | Dr.          | Y                     |           651342 |  16
 Rodgers                        | Estelle              | Miss         | N                     |            68606 |  15
 Rodriguez                      | Kenny                | Mr.          | N                     |           404657 |  15
 Rodriguez                      | Kevin                | Sir          | Y                     |           943029 |  15
 Rodriguez                      | Saul                 | Dr.          | N                     |            57686 |  16
 Rodriquez                      | Goldie               | Dr.          | Y                     |           829731 |  15
 Roger                          | James                | Dr.          | N                     |           719863 |  16
 Rogers                         | Susan                | Ms.          | N                     |           589413 |  15
 Rollins                        | Mable                | Miss         | N                     |           658786 |  15
 Romano                         | Merna                | Dr.          | N                     |           753422 |  16
 Romero                         | Arthur               | Miss         | Y                     |           626886 |  15
 Roper                          | Iona                 | Ms.          | N                     |           241994 |  16
 Rosario                        | Gary                 | Sir          | Y                     |            97272 |  15
 Rosario                        | Georgia              | Mrs.         | N                     |           608693 |  16
 Rose                           | Joann                | Miss         | N                     |            53725 |  15
 Rose                           | Virginia             | Dr.          | Y                     |           434545 |  16
 Ross                           | Harlan               | Dr.          | N                     |           320693 |  15
 Rossi                          | Michael              | Mr.          | N                     |           465868 |  16
 Roy                            | Russell              | Sir          | N                     |           647429 |  15
 Rush                           | Tyler                | Dr.          | N                     |           173561 |  16
 Russell                        | Judy                 | Ms.          | N                     |           765563 |  16
 Russell                        | Larry                | Mr.          | Y                     |           665717 |  15
 Salas                          | Evelyn               | Mrs.         | Y                     |            62427 |  15
 Salazar                        | Anthony              | Mrs.         | Y                     |           731953 |  15
 Salinas                        |                      |              | Y                     |           226040 |  15
 Sanchez                        | Alisa                | Dr.          | Y                     |           925481 |  15
 Sanchez                        | Amanda               | Dr.          | N                     |            11813 |  16
 Sanchez                        | Donna                | Ms.          | Y                     |           870850 |  16
 Sanchez                        | Janice               | Mrs.         | N                     |           617288 |  15
 Sanchez                        | Robert               | Mr.          | Y                     |           813168 |  15
 Sanchez                        |                      |              |                       |           485003 |  15
 Sanders                        | Carla                | Miss         | N                     |           623522 |  15
 Sanders                        | Helen                | Ms.          | Y                     |           588055 |  15
 Sanders                        | Jordan               | Dr.          | Y                     |           802628 |  15
 Sanders                        | Linda                | Miss         | N                     |           553599 |  15
 Sanders                        | Ronald               | Sir          | Y                     |           703206 |  16
 Sandoval                       | Dale                 | Sir          | Y                     |           762699 |  15
 Sargent                        | Ryan                 | Sir          | Y                     |           574989 |  15
 Sauls                          | Robert               | Sir          | Y                     |           750437 |  15
 Schaffer                       | Nancy                | Miss         | N                     |           751498 |  15
 Scherer                        | Darrell              | Dr.          | N                     |           157407 |  15
 Schultz                        | Carl                 | Mr.          | Y                     |           282361 |  15
 Scott                          | Kimberly             | Mrs.         | Y                     |           644328 |  15
 Scott                          | Stephanie            | Miss         | N                     |           736174 |  15
 Scott                          | Stephen              | Sir          | Y                     |           272917 |  16
 Scott                          | Thelma               | Ms.          | N                     |           868812 |  16
 Scott                          | Tyree                | Sir          | Y                     |           597908 |  16
 Sexton                         | Jeanne               | Mrs.         | Y                     |            29763 |  16
 Shafer                         | Claude               | Dr.          | Y                     |           509359 |  16
 Shannon                        | Mark                 | Sir          | Y                     |            41637 |  16
 Sharp                          | Brian                | Mr.          | Y                     |           292532 |  15
 Sharpe                         | Darrell              | Mr.          | Y                     |           743059 |  15
 Shaw                           | Michael              | Dr.          | Y                     |           716106 |  15
 Shearer                        | Dustin               | Mr.          | N                     |           156681 |  15
 Sheets                         | Gay                  | Dr.          | Y                     |           242544 |  15
 Sheldon                        | Billy                | Dr.          | Y                     |           235099 |  16
 Shook                          | Darcy                | Mrs.         | Y                     |           659603 |  15
 Shuler                         | Carolyn              | Miss         | N                     |           306930 |  15
 Silva                          | Kenneth              | Mr.          | Y                     |           558904 |  15
 Simmons                        | Charles              | Mr.          | Y                     |           462092 |  15
 Simmons                        | Greg                 | Sir          | Y                     |           325940 |  15
 Simmons                        | Patrick              | Sir          | Y                     |           862887 |  15
 Simons                         | Daniel               | Sir          | Y                     |           581014 |  16
 Simpson                        | Robert               | Mr.          | Y                     |           173326 |  15
 Sisco                          | Richard              | Mr.          | Y                     |           719139 |  16
 Sisson                         | Danny                | Dr.          | N                     |            89790 |  15
 Sloan                          | James                | Mr.          | N                     |           428090 |  16
 Small                          | Willie               | Sir          | Y                     |           884296 |  15
 Smalley                        | Tammy                | Dr.          | Y                     |           614623 |  15
 Smiley                         | Glenn                | Mr.          | Y                     |           565523 |  15
 Smith                          | Amanda               | Ms.          | N                     |           291218 |  15
 Smith                          | Dale                 | Sir          | Y                     |           329106 |  15
 Smith                          | Dorothy              | Miss         | Y                     |           101346 |  15
 Smith                          | Faye                 | Miss         | N                     |           514614 |  16
 Smith                          | Gregory              | Sir          | Y                     |           668162 |  15
 Smith                          | James                | Sir          | Y                     |           812477 |  16
 Smith                          | Jason                | Mr.          | Y                     |           506261 |  15
 Smith                          | Karen                | Mrs.         | N                     |           111016 |  16
 Smith                          | Kevin                | Sir          | N                     |           793893 |  15
 Smith                          | Larry                | Dr.          | Y                     |           487450 |  16
 Smith                          | Mollie               | Ms.          | N                     |           318520 |  15
 Smith                          | Richard              | Dr.          | Y                     |           871730 |  16
 Smith                          | Robert               |              | Y                     |            18537 |  15
 Smith                          | Sarah                | Mrs.         | Y                     |            91491 |  15
 Smith                          | Syreeta              | Miss         | Y                     |            10166 |  15
 Smith                          | Terry                | Dr.          | Y                     |           512577 |  16
 Smith                          | Timothy              | Sir          | N                     |           662804 |  15
 Smith                          | Troy                 | Dr.          | N                     |           277802 |  16
 Smith                          | Willard              | Sir          | Y                     |           728914 |  15
 Smyth                          | Phyllis              | Miss         | Y                     |           247559 |  15
 Snow                           | Janet                |              |                       |           554582 |  15
 Snyder                         | Fred                 | Mr.          | Y                     |            29272 |  15
 Solomon                        | Martin               | Mr.          | Y                     |           212311 |  16
 Somerville                     | Valerie              | Ms.          | Y                     |           515411 |  15
 Sousa                          | Paul                 | Mr.          | N                     |           478060 |  16
 Spears                         | Susan                | Mrs.         | N                     |           317186 |  15
 Stacey                         | Glenn                | Mr.          | N                     |           174079 |  16
 Stacy                          | Natalie              | Miss         | N                     |           884994 |  15
 Stafford                       | Elvin                | Dr.          | Y                     |           896053 |  15
 Stahl                          | Cynthia              | Miss         | N                     |           458014 |  16
 Stahl                          |                      | Dr.          |                       |           574667 |  15
 Stanfield                      | Martha               | Ms.          | N                     |           608937 |  15
 Stanley                        | Cassie               | Ms.          | N                     |           589150 |  16
 Stanley                        | Peter                | Mr.          | Y                     |           952097 |  15
 Stclair                        | Christopher          | Sir          | N                     |           927919 |  16
 Steele                         | Gary                 | Sir          | Y                     |           795544 |  15
 Steinberg                      | Walter               | Dr.          | Y                     |           640433 |  15
 Steiner                        | Clarence             | Dr.          | N                     |           912678 |  15
 Stephens                       | Vera                 | Miss         | N                     |           386339 |  16
 Sterling                       | Pearl                | Mrs.         | N                     |           131006 |  16
 Stevens                        | Linda                | Miss         | Y                     |           354837 |  16
 Steward                        | Latoya               | Miss         | N                     |           360336 |  15
 Stewart                        | Felicia              | Miss         | N                     |            50641 |  15
 Stiles                         | Jessica              | Ms.          | Y                     |           591862 |  15
 Stillman                       | Edgar                | Mr.          | Y                     |           832226 |  15
 Stjohn                         | Harry                | Sir          | Y                     |           422357 |  15
 Stokes                         | Gary                 | Dr.          | N                     |           732169 |  15
 Stone                          | Michael              | Mr.          | N                     |           463098 |  15
 Stout                          | Brian                | Dr.          | Y                     |           854376 |  15
 Stout                          | David                | Dr.          | Y                     |           288864 |  15
 Stpierre                       | Giovanna             | Dr.          | Y                     |           278686 |  16
 Stpierre                       | Larry                | Sir          | N                     |           279917 |  15
 Street                         | Mildred              | Ms.          | N                     |           761585 |  15
 Strickland                     |                      |              | Y                     |           305398 |  15
 Stringer                       | Shari                | Ms.          | Y                     |           886824 |  16
 Strom                          | Sondra               | Ms.          | N                     |           501986 |  15
 Strother                       | Helen                | Dr.          | N                     |           287230 |  16
 Sullivan                       | Justin               | Sir          | Y                     |           420526 |  15
 Sullivan                       | Melvin               | Dr.          | Y                     |           120782 |  15
 Sullivan                       | Regina               | Ms.          | Y                     |           703463 |  16
 Surratt                        | Timothy              | Mr.          | N                     |           274416 |  16
 Swan                           | Matthew              | Dr.          | N                     |           487127 |  15
 Swearingen                     | James                | Mr.          | N                     |           252933 |  15
 Talbot                         | Gene                 | Mr.          | N                     |           429795 |  15
 Tatum                          | Scotty               | Sir          | N                     |           512399 |  15
 Taylor                         | Anderson             | Dr.          | Y                     |           837906 |  15
 Taylor                         | Barbara              | Mrs.         | Y                     |           204824 |  15
 Taylor                         | Colleen              | Ms.          | N                     |           149367 |  16
 Taylor                         | Isabel               | Miss         | Y                     |           426081 |  15
 Taylor                         | Jason                | Mr.          | Y                     |           933158 |  16
 Taylor                         | Jeffrey              | Sir          | Y                     |           361982 |  15
 Taylor                         | Ruth                 | Dr.          | N                     |           688125 |  16
 Taylor                         | Santos               | Dr.          | N                     |             3647 |  15
 Taylor                         | Thelma               | Mrs.         | N                     |           182089 |  16
 Taylor                         | Thomas               | Dr.          | N                     |            50348 |  15
 Teal                           | Willie               | Sir          | Y                     |            84258 |  15
 Tennant                        | Willie               | Sir          | N                     |           795746 |  16
 Thayer                         | Elizabeth            | Miss         | N                     |            55169 |  16
 Thomas                         | Andra                | Ms.          | N                     |           638872 |  15
 Thomas                         | Andra                | Ms.          | N                     |           867669 |  15
 Thomas                         | Hazel                | Miss         | Y                     |           440760 |  15
 Thomas                         | Jody                 | Mr.          | N                     |           538138 |  16
 Thomas                         | Matthew              | Dr.          | Y                     |           397365 |  15
 Thomas                         | Wilma                | Miss         | Y                     |           947270 |  15
 Thompson                       | Allison              | Dr.          | N                     |             9669 |  16
 Thompson                       | Donald               | Mr.          | Y                     |           835398 |  15
 Thompson                       | Joyce                | Dr.          | N                     |           768805 |  15
 Thompson                       | Peggy                | Mrs.         | Y                     |           172107 |  15
 Thompson                       | Sallie               | Dr.          | N                     |           260231 |  15
 Thornton                       | Beverly              | Mrs.         | N                     |           625686 |  15
 Tillman                        | James                | Mr.          | N                     |           109104 |  15
 Tirado                         | Merlin               | Dr.          | Y                     |            91183 |  15
 Toledo                         | Denice               |              | Y                     |           267088 |  15
 Toler                          | Chris                | Sir          | N                     |           784916 |  15
 Tomlinson                      | Ted                  | Dr.          | N                     |           723111 |  15
 Torres                         | Justin               | Dr.          | N                     |           168079 |  16
 Torres                         | Sarah                | Miss         | N                     |           267576 |  15
 Townsend                       | Phillis              | Dr.          | Y                     |           614350 |  16
 Trejo                          | Pamela               | Ms.          | N                     |           634549 |  15
 Trimble                        | Ross                 | Dr.          | Y                     |           771701 |  15
 Trotter                        | Margarette           | Ms.          | N                     |            96368 |  15
 Tubbs                          | Jack                 | Sir          | N                     |           580988 |  16
 Tucker                         | Galen                | Mr.          | N                     |           594412 |  15
 Tucker                         | Gary                 | Dr.          | Y                     |           844586 |  15
 Tucker                         | Melony               | Ms.          | N                     |           789000 |  16
 Turner                         | Cheryl               | Dr.          | N                     |           792385 |  15
 Turner                         | Michael              | Mr.          | Y                     |           790358 |  15
 Tuttle                         | Colleen              | Dr.          | Y                     |           501266 |  16
 Tyler                          | David                | Sir          | Y                     |           538575 |  16
 Tyler                          | Ronald               | Dr.          | Y                     |             3505 |  15
 Tyner                          | Karin                | Mrs.         | Y                     |           553918 |  15
 Ulrich                         | Jacklyn              | Miss         | N                     |           561538 |  15
 Underwood                      | Darin                | Dr.          | N                     |           736079 |  16
 Urban                          | Andrew               | Miss         | Y                     |           819763 |  15
 Urban                          | Maurice              | Mr.          | N                     |             9891 |  15
 Utley                          | Marcus               | Dr.          | N                     |           368795 |  15
 Valdez                         | Jackie               | Dr.          | N                     |           822107 |  15
 Valdez                         | Stephen              | Dr.          | Y                     |            13293 |  16
 Valenti                        | Dorothy              | Mrs.         | Y                     |           526425 |  15
 Valentin                       | Lacey                | Miss         | N                     |           869219 |  15
 Vanburen                       | Sharron              | Miss         | N                     |           640478 |  15
 Vang                           | Ramon                | Sir          | Y                     |           465454 |  16
 Varela                         | Stephanie            | Ms.          | N                     |           410371 |  16
 Vargas                         | Alexandria           | Miss         | Y                     |           386063 |  15
 Vargas                         | Morris               | Dr.          | Y                     |            77200 |  15
 Vasquez                        | Alice                | Mrs.         | Y                     |            48005 |  15
 Vasquez                        | Edward               | Mr.          | Y                     |           949984 |  15
 Vasquez                        | Summer               | Ms.          | N                     |            36939 |  16
 Vasquez                        | Willie               | Dr.          | N                     |           409906 |  15
 Velasquez                      | Stanley              | Dr.          | N                     |            43430 |  16
 Vergara                        | John                 | Sir          | N                     |           957273 |  16
 Vines                          | Margaret             | Ms.          | N                     |           550664 |  15
 Wade                           | Emily                | Ms.          | N                     |           385557 |  15
 Wagner                         | Douglas              | Dr.          | N                     |           745199 |  15
 Waldrop                        | Jessica              | Ms.          | N                     |           529279 |  15
 Walker                         | Betty                | Dr.          | N                     |           487173 |  15
 Walker                         | Linda                | Mrs.         | Y                     |           263203 |  15
 Walker                         | Michael              | Dr.          | N                     |           636600 |  15
 Waller                         | Molly                | Ms.          | Y                     |           642891 |  15
 Wallis                         | Jon                  | Sir          | N                     |           950566 |  15
 Walter                         | Sylvia               | Mrs.         | Y                     |           660697 |  15
 Walters                        | Rolando              | Sir          | N                     |            68471 |  15
 Walton                         | George               | Sir          | N                     |           111713 |  15
 Wang                           | Jessica              | Miss         | N                     |           201359 |  15
 Ward                           | Marceline            | Dr.          | N                     |           328975 |  15
 Ward                           | Mike                 | Mr.          | N                     |           239731 |  15
 Ware                           | Carole               | Mrs.         | N                     |            12195 |  15
 Ware                           | Nicholas             | Sir          | Y                     |           546740 |  15
 Warner                         | Michael              | Dr.          | Y                     |           141519 |  16
 Warren                         | Loretta              | Miss         | Y                     |           619195 |  15
 Washington                     | Peter                | Sir          | Y                     |           405285 |  15
 Washington                     | Vickie               | Dr.          | Y                     |           147934 |  15
 Wasson                         |                      |              |                       |            65614 |  16
 Waterman                       | Timothy              | Mr.          | Y                     |           155214 |  16
 Watkins                        | Timothy              | Mr.          | Y                     |           768801 |  15
 Watson                         | Jacqueline           | Ms.          | Y                     |           611010 |  16
 Watson                         | Jake                 | Mr.          | Y                     |           551050 |  15
 Way                            | George               | Mr.          | N                     |           481129 |  15
 Weaver                         | Monica               | Dr.          | N                     |            43442 |  15
 Weaver                         | Rita                 | Dr.          | Y                     |           769287 |  15
 Webb                           | Charles              | Dr.          | N                     |           508079 |  15
 Webb                           | Lucy                 | Mrs.         | N                     |           241096 |  16
 Webber                         | Nathan               | Dr.          | N                     |           114257 |  15
 Weber                          | Henry                | Mr.          | N                     |           857504 |  16
 Webster                        | Timothy              | Dr.          | N                     |           161378 |  16
 Weems                          | Cassie               | Ms.          | Y                     |           723305 |  15
 Weiner                         | Martha               | Dr.          | N                     |           337947 |  15
 Welch                          | Cheyenne             | Dr.          | N                     |           785205 |  15
 Wells                          | Andrew               | Ms.          | N                     |           874079 |  15
 Welsh                          | Glenn                | Sir          | N                     |           195569 |  16
 Wertz                          | Alvin                | Dr.          | Y                     |            91091 |  15
 West                           | Thomas               | Mr.          | N                     |           931250 |  15
 Wester                         | Michael              | Sir          | N                     |           512979 |  15
 Wheeler                        | Maryann              | Mrs.         | N                     |           697124 |  15
 Whitaker                       | Judie                | Ms.          | N                     |           387098 |  15
 White                          | Mark                 | Mr.          | Y                     |           719746 |  15
 White                          | Richard              | Mr.          | Y                     |           125655 |  15
 Whitmire                       | Nancy                | Mrs.         | Y                     |           235963 |  15
 Whittington                    | Araceli              | Dr.          | Y                     |           695623 |  15
 Wiese                          | Lori                 | Miss         | Y                     |           831973 |  15
 Wilburn                        | Steven               | Mr.          | Y                     |           456888 |  15
 Wilcox                         | Doris                | Miss         | N                     |           910393 |  15
 Wilcox                         | Sara                 | Dr.          | N                     |           175500 |  15
 Wilder                         | Dennis               | Dr.          | Y                     |           482618 |  15
 William                        | Andrew               | Ms.          | N                     |           671933 |  15
 Williams                       | Alfred               | Dr.          | Y                     |           254505 |  15
 Williams                       | Christopher          | Mr.          | N                     |           472249 |  16
 Williams                       | Dorothy              | Ms.          | N                     |           809791 |  15
 Williams                       | Flossie              | Miss         | Y                     |           119343 |  15
 Williams                       | Hope                 | Dr.          |                       |           959735 |  15
 Williams                       | Jack                 | Dr.          | N                     |           235315 |  15
 Williams                       | Karen                | Dr.          | Y                     |           779327 |  15
 Williams                       | Linda                | Miss         | N                     |           310940 |  15
 Williams                       | Marian               | Dr.          | Y                     |           936947 |  16
 Williams                       | Melodi               | Miss         | N                     |           160489 |  16
 Williams                       | Sylvia               | Mrs.         | Y                     |           469527 |  16
 Williamson                     | Donald               | Dr.          | Y                     |           496758 |  15
 Willis                         | Charles              | Sir          | N                     |           704002 |  15
 Willis                         | Donella              | Dr.          | N                     |            64651 |  15
 Wills                          | Cheryl               | Mrs.         | N                     |           735896 |  16
 Wilson                         | Ada                  | Miss         | N                     |           822973 |  15
 Wilson                         | Bernard              | Mr.          | N                     |           847693 |  15
 Wilson                         | David                | Sir          | N                     |           528892 |  15
 Wilson                         | Eileen               | Dr.          | Y                     |           589989 |  15
 Wilson                         | Manuel               | Mr.          | Y                     |           832029 |  15
 Wilson                         | Sylvia               | Dr.          | Y                     |           945983 |  15
 Wilson                         | Willie               | Sir          | N                     |            84547 |  15
 Wilson                         |                      | Mr.          | Y                     |           469714 |  16
 Winston                        |                      |              | N                     |           591014 |  15
 Wise                           | Erica                | Dr.          | Y                     |           503525 |  16
 Wise                           | Margarita            | Mrs.         | Y                     |           844984 |  15
 Wood                           | Shawn                | Sir          | Y                     |           545529 |  15
 Woodbury                       | Steven               | Sir          | Y                     |           175667 |  16
 Woods                          | David                | Sir          | Y                     |           135483 |  15
 Woods                          | Glenn                | Sir          | Y                     |           865209 |  15
 Woods                          | Heather              | Ms.          | Y                     |           785480 |  16
 Woods                          | Marlene              | Dr.          | Y                     |           546449 |  16
 Woodward                       | Deborah              | Miss         | N                     |           364815 |  15
 Wooten                         | Brandon              | Mr.          | Y                     |           190700 |  15
 Wortham                        | Blanche              | Dr.          | N                     |           313571 |  15
 Wright                         | Anthony              | Mrs.         | N                     |           479927 |  16
 Wright                         | Barbara              | Ms.          | N                     |           536656 |  15
 Wright                         | Kathryn              | Ms.          | N                     |           591869 |  16
 Wright                         | Margaret             | Dr.          | Y                     |           906119 |  15
 Yang                           | Jeff                 | Sir          | Y                     |           550120 |  15
 Yarbrough                      | Larry                | Sir          | N                     |           608245 |  15
 Yates                          | James                | Mr.          | Y                     |           669303 |  16
 Yoder                          | Francisco            | Mr.          | N                     |           346664 |  16
 Yoder                          | Robert               | Mr.          | Y                     |           497147 |  15
 York                           | Nell                 | Dr.          | Y                     |            99806 |  16
 Young                          | Greg                 | Sir          | Y                     |           643269 |  15
 Young                          | Louise               | Ms.          | Y                     |           793705 |  15
 Young                          | Thelma               | Mrs.         | N                     |           562235 |  15
 Zapata                         | Jessica              | Ms.          | Y                     |           245942 |  15
                                | Andrew               |              | N                     |           700048 |  15
                                | Angela               |              | N                     |           828000 |  15
